,A2,A3,A4,A5
91,14.71,8.2,10.92,15.49
92,14.71,8.2,10.92,15.49
93,14.71,8.2,10.92,15.49
94,14.71,8.2,10.92,15.49
95,14.71,8.2,10.92,15.49
96,14.71,8.2,10.92,15.49
97,15.0,8.22,10.93,15.5
98,15.0,8.22,10.93,15.5
99,15.0,8.22,10.93,15.5
100,15.0,8.22,10.93,15.5
101,15.0,8.22,10.93,15.5
102,14.74,8.21,10.93,15.49
103,14.74,8.21,10.93,15.49
104,14.74,8.21,10.93,15.49
105,14.74,8.21,10.93,15.49
106,14.75,8.2,10.93,15.51
107,14.75,8.2,10.93,15.51
108,14.75,8.2,10.93,15.51
109,14.74,8.24,10.92,15.5
110,14.74,8.24,10.92,15.5
111,14.74,8.24,10.92,15.5
112,14.74,8.24,10.92,15.5
113,14.7,8.21,10.92,15.5
114,14.7,8.21,10.92,15.5
115,14.7,8.21,10.92,15.5
116,14.75,8.2,10.91,15.5
117,14.75,8.2,10.91,15.5
118,14.75,8.2,10.91,15.5
119,14.75,8.2,10.91,15.5
120,14.78,8.21,10.92,15.51
121,14.78,8.21,10.92,15.51
122,14.78,8.21,10.92,15.51
123,14.78,8.21,10.92,15.51
124,14.78,8.21,10.92,15.51
125,14.74,8.21,10.93,15.5
126,14.74,8.21,10.93,15.5
127,14.74,8.21,10.93,15.5
128,14.74,8.21,10.93,15.5
129,14.74,8.21,10.93,15.5
130,14.74,8.21,10.93,15.5
131,14.8,8.21,10.94,15.51
132,14.8,8.21,10.94,15.51
133,14.8,8.21,10.94,15.51
134,14.8,8.21,10.94,15.51
135,14.8,8.21,10.94,15.51
136,14.72,8.22,10.92,15.51
137,14.72,8.22,10.92,15.51
138,14.72,8.22,10.92,15.51
139,14.72,8.22,10.92,15.51
140,14.72,8.22,10.92,15.51
141,14.72,8.22,10.92,15.51
142,14.72,8.22,10.92,15.51
143,14.72,8.22,10.92,15.51
144,14.72,8.22,10.92,15.51
145,14.72,8.22,10.92,15.51
146,14.72,8.22,10.92,15.51
147,14.72,8.22,10.92,15.51
148,14.72,8.22,10.92,15.51
149,14.72,8.22,10.92,15.51
150,14.72,8.22,10.92,15.51
151,14.72,8.22,10.92,15.51
152,14.72,8.22,10.92,15.51
153,14.72,8.22,10.92,15.51
154,14.72,8.22,10.92,15.51
155,14.72,8.22,10.92,15.51
156,14.72,8.22,10.92,15.51
157,14.72,8.22,10.92,15.51
158,14.72,8.22,10.92,15.51
159,14.72,8.22,10.92,15.51
160,14.72,8.22,10.92,15.51
161,14.72,8.22,10.92,15.51
162,14.72,8.22,10.92,15.51
163,14.72,8.2,10.92,15.5
164,14.72,8.2,10.92,15.5
165,14.72,8.2,10.92,15.5
166,14.72,8.2,10.92,15.5
167,14.77,8.22,10.93,15.49
168,14.77,8.22,10.93,15.49
169,14.77,8.22,10.93,15.49
170,14.75,8.21,10.92,15.5
171,14.75,8.21,10.92,15.5
172,14.75,8.21,10.92,15.5
173,14.75,8.21,10.92,15.5
174,14.74,8.19,10.92,15.49
175,14.74,8.19,10.92,15.49
176,14.74,8.19,10.92,15.49
177,14.71,8.22,10.94,15.51
178,14.71,8.22,10.94,15.51
179,14.71,8.22,10.94,15.51
180,14.71,8.22,10.94,15.51
181,14.75,8.21,10.93,15.5
182,14.75,8.21,10.93,15.5
183,14.75,8.21,10.93,15.5
184,14.75,8.21,10.93,15.5
185,14.75,8.21,10.93,15.5
186,14.73,8.21,10.94,15.52
187,14.73,8.21,10.94,15.52
188,14.73,8.21,10.94,15.52
189,14.73,8.21,10.94,15.52
190,14.73,8.21,10.94,15.52
191,14.73,8.21,10.94,15.52
192,14.73,8.21,10.94,15.52
193,14.76,8.2,10.94,15.5
194,14.76,8.2,10.94,15.5
195,14.76,8.2,10.94,15.5
196,14.76,8.2,10.94,15.5
197,14.78,8.21,10.92,15.5
198,14.78,8.21,10.92,15.5
199,14.78,8.21,10.92,15.5
200,14.75,8.21,10.92,15.52
201,14.75,8.21,10.92,15.52
202,14.75,8.21,10.92,15.52
203,14.75,8.21,10.92,15.52
204,14.78,8.22,10.93,15.51
205,14.78,8.22,10.93,15.51
206,14.78,8.22,10.93,15.51
207,14.78,8.22,10.93,15.51
208,14.78,8.22,10.93,15.51
209,14.73,8.22,10.93,15.48
210,14.73,8.22,10.93,15.48
211,14.73,8.22,10.93,15.48
212,14.73,8.22,10.93,15.48
213,14.73,8.22,10.93,15.48
214,14.73,8.22,10.93,15.48
215,14.74,8.21,10.93,15.54
216,14.74,8.21,10.93,15.54
217,14.74,8.21,10.93,15.54
218,14.74,8.21,10.93,15.54
219,14.74,8.21,10.93,15.54
220,14.76,8.21,10.93,15.51
221,14.76,8.21,10.93,15.51
222,14.76,8.21,10.93,15.51
223,14.76,8.21,10.93,15.51
224,14.76,8.21,10.93,15.51
225,14.72,8.22,10.93,15.5
226,14.72,8.22,10.93,15.5
227,14.72,8.22,10.93,15.5
228,14.72,8.22,10.93,15.5
229,14.72,8.21,10.94,15.51
230,14.72,8.21,10.94,15.51
231,14.72,8.21,10.94,15.51
232,14.72,8.21,10.94,15.51
233,14.72,8.21,10.94,15.51
234,14.72,8.21,10.94,15.51
235,14.72,8.21,10.94,15.51
236,14.72,8.21,10.94,15.51
237,14.72,8.21,10.94,15.51
238,14.72,8.21,10.94,15.51
239,14.72,8.21,10.94,15.51
240,14.72,8.21,10.94,15.51
241,14.72,8.21,10.94,15.51
242,14.72,8.21,10.94,15.51
243,14.72,8.21,10.94,15.51
244,14.72,8.21,10.94,15.51
245,14.7,8.2,10.93,15.52
246,14.7,8.2,10.93,15.52
247,14.7,8.2,10.93,15.52
248,14.7,8.2,10.93,15.52
249,14.68,8.2,10.94,15.5
250,14.68,8.2,10.94,15.5
251,14.68,8.2,10.94,15.5
252,14.82,8.21,10.93,15.49
253,14.82,8.21,10.93,15.49
254,14.82,8.21,10.93,15.49
255,14.82,8.21,10.93,15.49
256,14.93,8.2,10.92,15.51
257,14.93,8.2,10.92,15.51
258,14.93,8.2,10.92,15.51
259,14.74,8.22,10.92,15.51
260,14.74,8.22,10.92,15.51
261,14.74,8.22,10.92,15.51
262,14.74,8.22,10.92,15.51
263,14.74,8.22,10.92,15.51
264,14.91,8.2,10.92,15.5
265,14.91,8.2,10.92,15.5
266,14.91,8.2,10.92,15.5
267,14.91,8.2,10.92,15.5
268,14.91,8.2,10.92,15.5
269,14.91,8.2,10.92,15.5
270,14.91,8.2,10.92,15.5
271,14.82,8.23,10.93,15.52
272,14.82,8.23,10.93,15.52
273,14.82,8.23,10.93,15.52
274,14.82,8.23,10.93,15.52
275,14.81,8.21,10.91,15.5
276,14.81,8.21,10.91,15.5
277,14.81,8.21,10.91,15.5
278,14.72,8.23,10.93,15.52
279,14.72,8.23,10.93,15.52
280,14.72,8.23,10.93,15.52
281,14.72,8.23,10.93,15.52
282,14.69,8.2,10.91,15.5
283,14.69,8.2,10.91,15.5
284,14.69,8.2,10.91,15.5
285,14.75,8.22,10.92,15.51
286,14.75,8.22,10.92,15.51
287,14.75,8.22,10.92,15.51
288,14.75,8.22,10.92,15.51
289,14.69,8.21,10.92,15.5
290,14.69,8.21,10.92,15.5
291,14.69,8.21,10.92,15.5
292,14.69,8.21,10.92,15.5
293,14.69,8.21,10.92,15.5
294,14.69,8.21,10.92,15.5
295,14.69,8.21,10.92,15.5
296,14.69,8.21,10.92,15.5
297,14.69,8.21,10.92,15.5
298,14.69,8.21,10.92,15.5
299,14.69,8.21,10.92,15.5
300,14.75,8.22,10.93,15.49
301,14.75,8.22,10.93,15.49
302,14.75,8.22,10.93,15.49
303,14.75,8.22,10.93,15.49
304,14.73,8.23,10.94,15.52
305,14.73,8.23,10.94,15.52
306,14.73,8.23,10.94,15.52
307,14.73,8.23,10.94,15.52
308,14.73,8.23,10.94,15.52
309,14.73,8.23,10.94,15.52
310,14.79,8.19,10.95,15.51
311,14.79,8.19,10.95,15.51
312,14.79,8.19,10.95,15.51
313,14.79,8.19,10.95,15.51
314,14.79,8.19,10.95,15.51
315,14.75,8.22,10.93,15.49
316,14.75,8.22,10.93,15.49
