,A2,A3,A4,A5
96,2.93,22.23,22.14,2.27
97,2.91,22.22,22.14,2.3
98,2.91,22.22,22.14,2.3
99,2.91,22.22,22.14,2.3
100,2.91,22.22,22.14,2.3
101,2.91,22.22,22.14,2.3
102,2.91,22.2,22.15,2.27
103,2.91,22.2,22.15,2.27
104,2.91,22.2,22.15,2.27
105,2.91,22.2,22.15,2.27
106,2.91,22.2,22.15,2.27
107,2.91,22.2,22.15,2.27
108,2.91,22.2,22.15,2.27
109,2.9,22.24,22.13,2.28
110,2.9,22.24,22.13,2.28
111,2.9,22.24,22.13,2.28
112,2.9,22.24,22.13,2.28
113,2.9,22.24,22.13,2.28
114,2.9,22.24,22.13,2.28
115,2.92,22.28,22.15,2.27
116,2.92,22.28,22.15,2.27
117,2.92,22.28,22.15,2.27
118,2.92,22.28,22.15,2.27
119,2.92,22.28,22.15,2.27
120,2.92,22.28,22.15,2.27
121,2.92,22.28,22.15,2.27
122,2.91,22.23,22.12,2.28
123,2.91,22.23,22.12,2.28
124,2.91,22.23,22.12,2.28
125,2.91,22.23,22.12,2.28
126,2.91,22.23,22.12,2.28
127,2.91,22.23,22.12,2.28
128,2.93,22.21,22.15,2.3
129,2.93,22.21,22.15,2.3
130,2.93,22.21,22.15,2.3
131,2.93,22.21,22.15,2.3
132,2.93,22.21,22.15,2.3
133,2.93,22.21,22.15,2.3
134,2.93,22.21,22.15,2.3
135,2.9,22.23,22.13,2.28
136,2.9,22.23,22.13,2.28
137,2.9,22.23,22.13,2.28
138,2.9,22.23,22.13,2.28
139,2.9,22.23,22.13,2.28
140,2.9,22.23,22.13,2.28
141,2.91,22.21,22.14,2.3
142,2.91,22.21,22.14,2.3
143,2.91,22.21,22.14,2.3
144,2.91,22.21,22.14,2.3
145,2.91,22.21,22.14,2.3
146,2.91,22.21,22.14,2.3
147,2.92,22.22,22.13,2.26
148,2.92,22.22,22.13,2.26
149,2.92,22.22,22.13,2.26
150,2.92,22.22,22.13,2.26
151,2.92,22.22,22.13,2.26
152,2.92,22.22,22.13,2.26
153,2.93,22.24,22.12,2.3
154,2.93,22.24,22.12,2.3
155,2.93,22.24,22.12,2.3
156,2.93,22.24,22.12,2.3
157,2.93,22.24,22.12,2.3
158,2.93,22.24,22.12,2.3
159,2.93,22.24,22.12,2.3
160,2.96,22.23,22.14,2.31
161,2.96,22.23,22.14,2.31
162,2.96,22.23,22.14,2.31
163,2.96,22.23,22.14,2.31
164,2.96,22.23,22.14,2.31
165,2.96,22.23,22.14,2.31
166,2.95,22.24,22.15,2.29
167,2.95,22.24,22.15,2.29
168,2.95,22.24,22.15,2.29
169,2.95,22.24,22.15,2.29
170,2.95,22.24,22.15,2.29
171,2.95,22.24,22.15,2.29
172,2.9,22.22,22.14,2.29
173,2.9,22.22,22.14,2.29
174,2.9,22.22,22.14,2.29
175,2.9,22.22,22.14,2.29
176,2.9,22.22,22.14,2.29
177,2.9,22.22,22.14,2.29
178,2.91,22.21,22.14,2.26
179,2.91,22.21,22.14,2.26
180,2.91,22.21,22.14,2.26
181,2.91,22.21,22.14,2.26
182,2.91,22.21,22.14,2.26
183,2.91,22.21,22.14,2.26
184,2.92,22.19,22.15,2.27
185,2.92,22.19,22.15,2.27
186,2.92,22.19,22.15,2.27
187,2.92,22.19,22.15,2.27
188,2.92,22.19,22.15,2.27
189,2.92,22.19,22.15,2.27
190,2.94,22.21,22.15,2.29
191,2.94,22.21,22.15,2.29
192,2.94,22.21,22.15,2.29
193,2.94,22.21,22.15,2.29
194,2.94,22.21,22.15,2.29
195,2.94,22.21,22.15,2.29
196,2.94,22.21,22.15,2.29
197,2.94,22.22,22.13,2.28
198,2.94,22.22,22.13,2.28
199,2.94,22.22,22.13,2.28
200,2.94,22.22,22.13,2.28
201,2.94,22.22,22.13,2.28
202,2.94,22.22,22.13,2.28
203,2.94,22.22,22.16,2.29
204,2.94,22.22,22.16,2.29
205,2.94,22.22,22.16,2.29
206,2.94,22.22,22.16,2.29
207,2.94,22.22,22.16,2.29
208,2.94,22.22,22.16,2.29
209,2.94,22.22,22.16,2.29
210,2.92,22.22,22.15,2.27
211,2.92,22.22,22.15,2.27
212,2.92,22.22,22.15,2.27
213,2.92,22.22,22.15,2.27
214,2.92,22.22,22.15,2.27
